cloud,min_cloud_hei,rain,temp,visiblity,wind_dire,wind_spd,class
0,0,0,28.3,1000,3,5,0
0,0,0,28.8,1000,3,6,0
0,0,0,28.8,1000,3,6,0
0,0,0,29.1,1000,3,7,0
0,0,0,29.1,1000,3,7,0
0,0,0,29.1,1000,3,7,0
0,0,0,29.1,1000,3,7,0
3,30,0,28.9,1000,6,9,0
3,30,0,28.9,1000,6,9,0
3,30,0,28.9,1000,6,9,0
3,30,0,28.9,1000,6,9,0
4,30,0,29.7,1000,4,8,0
4,30,0,29.7,1000,4,8,0
2,30,0,30.6,1000,5,8,0
2,30,0,30.6,1000,5,8,0
2,30,0,30.6,1000,5,8,0
2,30,0,30.8,1000,5,8,0
2,30,0,30.8,1000,5,7,1
2,30,0,30.8,1000,5,7,0
2,30,0,30.8,1000,5,7,0
2,30,0,30.8,1000,5,7,0
4,30,0,30.5,1000,2,5,0
4,30,0,30.5,1000,2,5,0
4,200,0,30.2,1000,4,4,0
4,200,0,30.2,1000,4,4,0
4,200,0,30.2,1000,4,4,0
4,200,0,30.2,1000,4,4,0
4,200,0,29.5,1000,4,4,0
4,200,0,29.5,1000,4,4,0
4,200,0,29.5,1000,4,4,0
4,200,0,29.5,1000,4,4,0
4,200,0,29,1000,4,3,0
4,200,0,29,1000,4,3,0
4,200,0,28.4,1000,5,3,0
4,200,0,28.4,1000,5,3,0
4,200,0,28.4,1000,5,3,0
4,200,0,28.4,1000,5,3,0
4,200,0,28.4,1000,5,3,0
4,200,0,28.4,1000,5,3,0
4,200,0,28.4,1000,5,3,0
4,200,0,28.4,1000,5,3,0
4,200,0,28.4,1000,5,3,0
4,200,0,28.3,1000,3,1,0
4,200,0,28.3,1000,3,1,0
4,200,0,28.3,1000,3,1,0
2,200,0,26.1,1000,9,2,0
4,30,0,27.3,1000,4,3,0
3,30,0,28.3,1000,6,5,0
3,30,0,28.3,1000,6,5,0
3,30,0,28.3,1000,6,5,0
2,30,0,29.2,1000,3,6,0
2,30,0,29.2,1000,3,6,0
0,0,0,29.8,1000,3,6,0
0,0,0,29.8,1000,3,6,0
0,0,0,29.8,1000,3,6,0
0,0,0,29.2,1000,2,9,0
0,0,0,29.2,1000,2,9,0
0,0,0,29.2,1000,2,9,0
0,0,0,29.2,1000,2,9,0
0,0,0,29.2,1000,2,9,0
0,0,0,29.8,1000,5,7,0
0,0,0,29.8,1000,5,7,0
0,0,0,29.8,1000,5,7,0
0,0,0,30.3,1000,3,7,0
0,0,0,30.3,1000,3,7,0
0,0,0,29.7,1000,4,8,0
3,30,0,29.5,900,3,6,0
3,30,0,29.5,900,3,6,0
3,30,0,29.5,900,3,6,0
3,30,0,29.5,900,3,6,0
3,30,0,29.5,900,3,7,0
3,30,0,29.5,900,3,7,0
3,30,0,29.5,900,3,7,0
3,30,0,29.4,900,3,6,0
3,30,0,29.4,900,3,6,0
3,30,0,29.4,900,3,6,0
3,30,0,28.9,900,5,6,0
3,30,0,28.9,900,5,6,0
3,30,0,28.9,900,5,6,0
3,30,0,28.9,900,5,6,0
3,30,0,28.3,800,7,7,0
3,30,0,28.3,800,7,7,0
3,30,0,28.2,800,6,6,0
3,30,0,28.2,800,6,6,0
3,30,0,28.2,800,6,6,0
3,30,0,28.2,800,6,6,0
3,30,0,28.2,800,6,6,0
3,30,0,27.7,600,6,7,0
3,30,0,27.7,600,6,7,0
2,30,0,26.3,1000,12,3,0
3,30,0,27.3,1000,31,2,0
3,30,0,28.2,1000,9,2,0
3,30,0,28.2,1000,9,2,0
3,30,0,28.2,1000,9,2,0
5,25,0,31.7,1000,10,5,0
5,25,0,31.7,1000,10,5,0
5,25,0,32.4,1000,7,12,0
5,25,0,32.4,1000,7,12,0
5,25,0,32.4,1000,7,12,0
5,25,0,32.4,1000,7,12,0
6,25,0,33,1000,8,17,0
6,25,0,33,1000,8,17,0
6,25,0,33,1000,8,17,0
6,25,0,33,1000,8,17,0
6,25,0,33,1000,8,17,0
6,40,0,33.8,1000,10,15,0
6,40,0,33.8,1000,10,15,0
6,40,0,33.8,1000,10,15,0
4,40,0,34.1,1000,9,17,0
4,20,0,32.4,1000,9,10,0
5,20,0,33.4,1000,11,11,0
5,20,0,33.4,1000,11,11,0
5,20,0,33.4,1000,11,11,0
6,20,0,33.6,1000,12,5,0
6,20,0,33.6,1000,12,5,0
6,20,0,33.6,1000,12,5,0
3,20,0,33.4,1000,12,5,0
3,20,0,33.4,1000,12,5,0
3,30,0,32.1,1000,30,3,0
3,30,0,32.1,1000,30,3,0
3,30,0,32.1,1000,30,3,0
3,30,0,32.1,1000,30,3,0
5,30,0,30.9,1000,28,5,0
5,30,0,30.9,1000,28,5,0
6,30,0,30.3,1000,23,5,0
6,30,0,30.3,1000,23,5,0
6,30,0,30.3,1000,23,5,0
6,30,0,30.3,1000,23,5,0
6,30,0,30.3,1000,23,5,0
6,30,0,29.6,1000,10,9,0
6,30,0,29.6,1000,10,9,0
7,30,0,28,1000,2,1,0
7,30,0,30.1,1000,10,4,0
7,30,0,30.1,1000,10,4,0
7,30,0,31,1000,36,3,0
7,30,0,31,1000,36,3,0
6,30,0,32.9,1000,29,2,0
6,30,0,32.9,1000,29,2,0
6,30,0,32.9,1000,29,2,0
6,30,0,33.6,1000,2,6,0
6,30,0,33.6,1000,2,6,0
6,30,0,33.6,1000,2,6,0
6,30,0,33.6,1000,2,6,0
6,30,0,33.6,1000,2,6,0
6,30,0,31.3,1000,34,9,0
6,30,0,31.3,1000,34,9,0
6,20,0,31.7,1000,2,8,0
6,20,0,31.7,1000,2,8,0
6,20,0,33.5,1000,4,6,0
7,35,0,33,1000,11,9,0
7,35,0,33,1000,11,9,0
7,35,0,33,1000,11,9,0
7,35,0,33,1000,11,9,0
7,35,0,31.5,1000,10,9,0
7,35,0,31.5,1000,10,9,0
7,35,0,28.7,1000,2,9,0
7,35,0,28.7,1000,2,9,0
6,35,0,29.5,1000,5,6,0
6,35,0,29.5,1000,5,6,0
6,35,0,29.5,1000,5,6,0
6,35,0,29.5,1000,5,6,0
6,35,0,28.8,1000,6,7,0
6,35,0,29.5,1000,8,5,0
6,35,0,29.5,1000,8,5,0
6,35,0,29.5,1000,8,5,0
6,35,0,29.5,1000,8,5,0
6,35,0,29.5,1000,8,5,0
3,30,0,29.2,1000,2,3,0
3,30,0,29.2,1000,2,3,0
5,70,0,27.9,1000,12,1,0
6,30,0,28.9,1000,4,3,0
5,30,0,30.8,1000,33,4,0
5,30,0,30.8,1000,33,4,0
5,30,0,30,1000,31,4,0
5,30,0,30,1000,31,4,0
5,30,0,30,1000,31,4,0
5,30,0,30,1000,31,4,0
5,30,0,32.1,1000,6,11,0
5,30,0,32.1,1000,6,11,0
5,30,0,32.1,1000,6,11,0
5,30,0,32.1,1000,6,11,0
5,30,0,31.8,1000,5,12,0
5,30,0,31.8,1000,5,12,0
5,30,0,31.8,1000,5,12,0
5,30,0,31.8,1000,5,12,0
5,30,0,31.8,1000,5,12,0
5,30,0,31,1000,6,18,0
5,30,0,31,1000,6,18,0
5,30,0,31,1000,6,18,0
5,30,0,29.9,1000,7,19,0
5,30,0,29.9,1000,7,19,0
5,30,0,29.9,1000,7,19,0
5,30,0,29.9,1000,7,19,0
6,20,1,30.2,1000,9,14,0
4,30,0,34.2,1000,9,10,0
4,30,0,34.2,1000,9,10,0
4,30,0,34.2,1000,9,10,0
4,30,0,34.2,1000,9,10,0
3,30,0,34,1000,5,11,0
3,30,0,34,1000,5,11,0
3,30,0,34,1000,5,11,0
3,30,0,34,1000,5,11,0
3,30,0,34,1000,5,11,0
3,30,0,34,1000,5,11,0
3,30,0,34,1000,5,11,0
4,30,0,33.4,1000,31,7,0
4,30,0,33.4,1000,31,7,0
4,30,0,33.4,1000,31,7,0
4,30,0,33.4,1000,31,7,0
4,30,0,32.3,1000,32,6,0
4,30,0,32.3,1000,32,6,0
4,30,0,32.3,1000,32,6,0
4,30,0,32.3,1000,32,6,0
4,30,0,32.3,1000,32,6,0
4,30,0,32.3,1000,32,6,0
4,30,0,32.3,1000,32,6,0
4,30,0,30.6,1000,4,4,0
4,30,0,30.6,1000,4,4,0
4,30,0,30.6,1000,4,4,0
3,30,0,30.7,1000,21,5,0
3,30,0,30.7,1000,21,5,0
3,30,0,30.7,1000,21,5,0
3,30,0,30.7,1000,21,5,0
3,30,0,30.7,1000,21,5,0
3,30,0,30.7,1000,21,5,0
3,30,0,30.7,1000,21,5,0
3,30,0,30.7,1000,21,5,0
3,30,0,30.7,1000,21,5,0
3,30,0,30.7,1000,21,5,0
3,30,0,30.7,1000,21,5,0
4,30,0,30.8,1000,21,4,0
4,30,0,30.8,1000,21,4,0
4,30,0,30.8,1000,21,4,0
4,30,0,30.8,1000,21,4,0
0,0,0,27.7,1000,10,3,0
1,30,0,29.5,1000,8,11,0
1,30,0,30.6,1000,9,13,0
1,30,0,30.6,1000,9,13,0
1,30,0,32.2,1000,10,13,0
1,30,0,32.2,1000,10,13,0
1,30,0,31.6,1000,6,15,0
1,30,0,31.6,1000,6,15,0
1,30,0,31.6,1000,6,15,0
1,30,0,31.6,1000,6,15,0
1,30,0,31.2,1000,7,20,0
1,30,0,31.2,1000,7,20,0
1,30,0,31.2,1000,7,20,0
1,30,0,31.2,1000,7,20,0
1,30,0,31.2,1000,7,20,0
2,30,0,31.4,1000,7,22,0
2,30,0,31.4,1000,7,22,0
2,30,0,31.4,1000,7,22,0
2,30,0,31.4,1000,7,22,0
2,30,0,31.4,1000,7,22,0
2,30,0,31.3,1000,7,22,0
1,30,0,31.1,1000,7,22,0
1,30,0,31.1,1000,7,22,0
2,30,0,30.3,1000,7,24,0
2,30,0,30.3,1000,7,24,0
2,30,0,30.3,1000,7,24,0
2,30,0,30.3,1000,7,24,0
2,30,0,30.3,1000,7,24,0
2,30,0,30.3,1000,7,24,0
2,30,0,30.1,1000,7,21,0
2,30,0,30.1,1000,7,21,0
2,30,0,29.7,1000,7,19,0
2,30,0,29.7,1000,7,19,0
2,30,0,30.2,1000,9,17,0
2,30,0,30.2,1000,9,17,0
2,30,0,30.2,1000,9,17,0
2,30,0,30.2,1000,9,17,0
2,30,0,30.2,1000,9,17,0
2,30,0,30.2,1000,9,17,0
2,30,0,29.5,1000,9,16,0
1,30,0,28.6,1000,9,15,0
1,30,0,28.6,1000,9,15,0
1,30,0,28.6,1000,9,15,0
1,30,0,28.6,1000,9,15,0
1,30,0,28.6,1000,9,15,0
1,30,0,28.6,1000,9,15,0
1,30,0,28.6,1000,9,15,0
1,30,0,28.6,1000,9,15,0
1,30,0,28.6,1000,9,15,0
0,0,0,28.4,1000,10,16,0
0,0,0,28.4,1000,10,16,0
0,0,0,28.4,1000,10,16,0
0,0,0,28.4,1000,10,16,0
1,30,0,28.1,1000,8,16,0
1,30,0,29.7,1000,9,16,0
1,30,0,29.7,1000,9,16,0
2,30,0,31.3,1000,10,17,0
2,30,0,31.3,1000,10,17,0
2,30,0,33.2,1000,10,17,0
2,30,0,33.2,1000,10,17,0
2,30,0,32.2,1000,26,11,0
2,30,0,32.2,1000,26,11,0
2,30,0,32.2,1000,26,11,0
2,30,0,32.2,1000,26,11,0
2,30,0,32.2,1000,26,11,0
2,30,0,32.2,1000,26,11,0
2,30,0,32.2,1000,26,11,0
2,30,0,32.2,1000,26,11,0
3,30,0,31.6,1000,32,7,0
3,30,0,31.6,1000,32,7,0
3,30,0,31.6,1000,32,7,0
3,30,0,31.6,1000,32,7,0
3,30,0,31.6,1000,32,7,0
2,30,0,33.9,1000,26,7,0
2,30,0,35.4,1000,9,15,0
2,30,0,35.4,1000,9,15,0
2,30,0,33.2,1000,29,7,0
2,30,0,33.2,1000,29,7,0
2,30,0,33.2,1000,29,7,0
2,30,0,33.2,1000,29,7,0
2,30,0,33.2,1000,29,7,0
2,30,0,33.2,1000,29,7,0
2,30,0,33.2,1000,29,7,0
3,30,0,33.3,1000,27,9,0
3,30,0,33.3,1000,27,9,0
3,30,0,33.3,1000,27,9,0
3,30,0,33.3,1000,27,9,0
3,30,0,33.2,1000,31,5,0
3,30,0,33.2,1000,31,5,0
2,30,0,32.5,1000,2,4,0
2,30,0,32.5,1000,2,4,0
2,30,0,32.5,1000,2,4,0
2,30,0,32.5,1000,2,4,0
2,30,0,31.9,1000,27,5,0
2,30,0,31.9,1000,27,5,0
2,30,0,30.5,1000,10,8,0
2,30,0,30.5,1000,10,8,0
2,30,0,30.5,1000,10,8,0
2,30,0,30.5,1000,10,8,0
2,30,0,30.5,1000,10,8,0
2,30,0,30,1000,11,9,0
2,30,0,30,1000,11,9,0
2,30,0,26.5,1000,10,3,0
3,30,0,28.6,1000,9,10,0
3,25,0,29.4,1000,7,11,0
3,25,0,29.4,1000,7,11,0
3,25,0,30,1000,5,10,0
3,25,0,30,1000,5,10,0
3,25,0,30.3,1000,5,10,0
3,25,0,30.3,1000,5,10,0
3,25,0,30.3,1000,5,10,0
3,25,0,30.3,1000,5,10,0
3,35,0,31.1,1000,6,16,0
3,35,0,31.1,1000,6,16,0
3,35,0,31.1,1000,6,16,0
3,35,0,31.1,1000,6,16,0
3,35,0,32.6,1000,6,18,0
3,35,0,32.6,1000,6,18,0
3,35,0,31.8,1000,6,16,0
3,35,0,31.8,1000,6,16,0
3,35,0,31.8,1000,6,16,0
3,35,0,31.7,1000,7,19,0
3,35,0,31.4,1000,6,19,0
3,35,0,31.4,1000,6,19,0
3,35,0,31.4,1000,6,19,0
3,35,0,31.4,1000,6,19,0
3,35,0,30.6,1000,6,16,0
3,35,0,30.6,1000,6,16,0
3,35,0,30.2,1000,6,15,0
3,35,0,30.2,1000,6,15,0
3,35,0,30.2,1000,6,15,0
3,35,0,30.2,1000,6,15,0
3,30,0,29.6,1000,6,15,0
3,30,0,29.6,1000,6,15,0
3,30,0,29.6,1000,6,15,0
3,30,0,29.1,1000,7,14,0
3,30,0,29.6,1000,9,9,0
3,30,0,29.6,1000,9,9,0
3,30,0,29.6,1000,9,9,0
3,30,0,29.6,1000,9,9,0
3,30,0,29.6,1000,9,9,0
3,30,0,29.6,1000,9,9,0
3,30,0,29.5,1000,9,9,0
3,30,0,29.5,1000,9,9,0
7,20,0,28,1000,7,11,0
6,20,0,28.4,1000,10,10,0
6,20,0,28.8,1000,9,11,0
6,20,0,28.8,1000,9,11,0
6,20,0,28.8,1000,9,11,0
6,20,0,29.9,1000,7,14,0
6,20,0,29.9,1000,7,14,0
4,25,0,29.8,1000,6,17,0
4,25,0,29.8,1000,6,17,0
4,25,0,29.8,1000,6,17,0
4,25,0,31.5,1000,7,19,0
4,25,0,31.5,1000,7,19,0
4,25,0,31.5,1000,7,19,0
4,25,0,31.5,1000,7,19,0
4,25,0,31.5,1000,7,19,0
3,25,0,31.7,1000,6,16,0
3,25,0,31.7,1000,6,16,0
3,25,0,31.7,1000,6,16,0
3,25,0,31.1,1000,5,16,0
3,25,0,31.1,1000,5,16,0
3,25,0,31,1000,6,18,0
3,25,0,32,1000,7,20,0
3,25,0,32,1000,7,20,0
3,25,0,32,1000,7,20,0
3,25,0,32,1000,7,20,0
3,25,0,30.8,1000,7,18,0
3,25,0,30.8,1000,7,18,0
3,25,0,30.8,1000,7,18,0
3,25,0,30.4,1000,6,16,0
3,25,0,30.4,1000,6,16,0
3,25,0,30.4,1000,6,16,0
3,25,0,30,1000,7,15,0
3,25,0,30,1000,7,15,0
3,25,0,30,1000,7,15,0
3,25,0,30,1000,7,15,0
3,25,0,29.4,1000,7,15,0
3,25,0,29.4,1000,7,15,0
3,25,0,29.5,1000,10,11,0
3,25,0,29.5,1000,10,11,0
3,25,0,29.5,1000,10,11,0
3,25,0,29.5,1000,10,11,0
3,25,0,29.5,1000,10,11,0
2,25,0,29.4,1000,9,12,0
2,25,0,29.4,1000,9,12,0
5,25,0,28.2,1000,8,11,0
4,25,0,28.6,1000,7,12,0
4,25,0,29.2,1000,6,10,0
4,25,0,29.2,1000,6,10,0
4,25,0,29.2,1000,6,10,0
4,25,0,29.5,1000,5,11,0
4,25,0,29.5,1000,5,11,0
7,20,0,29.4,1000,5,9,0
7,20,0,29.4,1000,5,9,0
7,20,0,29.4,1000,5,9,0
7,20,0,29.4,1000,5,9,0
7,20,0,29.3,1000,1,9,0
7,20,0,29.3,1000,1,9,0
7,20,0,29.3,1000,1,9,0
7,20,0,29.3,1000,1,9,0
7,20,0,29.3,1000,1,9,0
2,20,0,31.3,1000,4,10,0
2,20,0,31.3,1000,4,10,0
2,20,0,31.3,1000,4,10,0
1,20,0,31.9,1000,4,8,0
1,20,0,31.8,1000,6,13,0
1,20,0,31.6,1000,3,10,0
1,20,0,31.6,1000,3,10,0
1,20,0,31.6,1000,3,10,0
3,20,0,31.4,1000,4,8,0
3,20,0,31.4,1000,4,8,0
3,20,0,31.4,1000,4,8,0
3,20,0,31.7,1000,3,7,0
3,20,0,31.7,1000,3,7,0
3,40,0,30.6,1000,35,5,0
3,40,0,30.6,1000,35,5,0
3,40,0,30.6,1000,35,5,0
3,40,0,30.6,1000,35,5,0
1,20,0,30.1,1000,35,5,0
1,20,0,30.1,1000,35,5,0
1,20,0,29.4,1000,33,5,0
1,20,0,29.4,1000,33,5,0
1,20,0,29.4,1000,33,5,0
1,20,0,29.4,1000,33,5,0
1,20,0,29.4,1000,33,5,0
1,20,0,29.4,1000,33,3,0
1,20,0,29.4,1000,33,3,0
4,20,0,28.6,1000,21,6,0
3,30,0,29.4,1000,26,5,0
3,30,0,29.4,1000,26,5,0
4,20,0,30.7,1000,26,5,0
4,20,0,30.7,1000,26,5,0
3,20,0,30.8,1000,26,6,0
3,20,0,30.8,1000,26,6,0
3,20,0,30.8,1000,26,6,0
2,20,0,31.1,1000,27,7,0
2,20,0,31.1,1000,27,7,0
2,20,0,31.1,1000,27,7,0
2,20,0,31.1,1000,27,7,0
2,20,0,31.1,1000,27,7,0
1,20,0,31.1,1000,31,6,0
1,20,0,31.1,1000,31,6,0
0,0,0,31.2,1000,32,10,0
0,0,0,31.2,1000,32,10,0
2,20,0,31.1,1000,30,8,0
0,0,0,31,1000,30,8,0
0,0,0,31,1000,30,8,0
0,0,0,31,1000,30,8,0
0,0,0,31,1000,30,8,0
0,0,0,31,1000,30,8,0
0,0,0,31,1000,30,8,0
0,0,0,31.3,1000,28,7,0
0,0,0,31.3,1000,28,7,0
0,0,0,31.3,1000,28,7,0
0,0,0,31.3,1000,28,7,0
1,200,0,30.8,1000,31,7,0
1,200,0,30.8,1000,31,7,0
1,200,0,30.8,1000,31,7,0
1,200,0,30.8,1000,31,7,0
3,200,0,30.8,1000,28,8,0
3,200,0,30.8,1000,28,8,0
3,200,0,30.8,1000,28,8,0
3,200,0,30.8,1000,28,8,0
3,200,0,30.8,1000,28,8,0
3,200,0,30.8,1000,28,8,0
3,200,0,29.9,1000,28,6,0
3,200,0,29.9,1000,28,6,0
3,200,0,29.5,800,27,6,0
3,200,0,29.5,800,27,6,0
3,200,0,29.5,800,27,6,0
3,200,0,29.5,800,27,6,0
3,200,0,29.5,800,27,6,0
3,200,0,29.5,800,27,6,0
3,200,0,28.7,1000,24,6,0
3,200,0,28.7,1000,24,6,0
6,30,0,29,1000,24,7,0
8,15,0,28.3,700,4,3,0
8,10,12,26.3,400,17,7,0
8,10,12,26.3,400,17,7,0
8,15,2,27.1,600,15,6,0
8,15,2,27.1,600,15,6,0
8,15,2,26.8,800,3,4,0
8,15,2,26.8,800,3,4,0
8,25,2,29,800,15,3,0
8,25,2,29,800,15,3,0
8,25,2,29,800,15,3,0
8,25,2,29,800,15,3,0
8,25,2,29,800,15,3,0
8,25,0,30.5,800,35,1,0
8,25,0,30.5,800,35,1,0
8,25,0,31.2,900,1,4,0
8,25,0,31.2,900,1,4,0
8,25,0,30.5,1000,34,2,0
8,25,0,30.6,800,5,4,0
8,25,0,30.6,800,5,4,0
8,25,0,30.6,800,5,4,0
8,25,0,30.6,800,5,4,0
8,25,0,30.5,800,2,3,0
8,25,0,30.5,800,2,3,0
8,25,0,30.5,800,2,3,0
8,25,0,30.9,1000,24,8,0
8,25,0,30.9,1000,24,8,0
8,25,0,30.2,1000,26,8,0
8,25,0,30.2,1000,26,8,0
8,25,0,30.2,1000,26,8,0
8,25,0,30.2,1000,26,8,0
8,25,1,27.7,700,30,4,0
8,25,1,27.7,700,30,4,0
8,25,0,27,1000,27,4,0
8,25,0,27,1000,27,4,0
8,25,0,27,1000,27,4,0
8,25,0,27,1000,27,4,0
8,25,0,27,1000,27,4,0
7,25,0,27.2,1000,7,2,0
7,25,0,27.2,1000,7,2,0
8,40,0,28.2,600,25,13,0
8,40,1,27.9,1000,25,9,0
8,15,0,28.4,1000,27,7,0
8,15,0,28.4,1000,27,7,0
8,15,3,27.7,600,26,7,0
8,15,3,27.7,600,26,7,0
8,15,11,25.7,600,26,13,0
8,15,11,25.7,600,26,13,0
7,25,0,29.2,1000,25,14,0
7,25,0,29.2,1000,25,14,0
7,25,0,29.2,1000,25,14,0
7,25,0,29.2,1000,25,14,0
7,25,0,29.2,1000,25,14,0
7,25,1,29.7,1000,25,15,0
7,25,1,29.7,1000,25,15,0
7,25,1,29.7,1000,25,15,0
6,25,0,30.2,1000,27,16,0
6,25,0,29.9,1000,27,14,0
6,25,0,29.9,1000,27,14,0
6,25,0,30.6,1000,28,12,0
6,25,0,30.6,1000,28,12,0
6,25,0,30.6,1000,28,12,0
6,25,0,30.6,1000,28,12,0
6,25,0,30.6,1000,28,11,0
6,25,0,30.6,1000,28,11,0
6,25,0,29,1000,30,8,0
6,25,0,29,1000,30,8,0
7,25,0,28.2,1000,31,9,0
7,25,0,28.2,1000,31,9,0
7,25,0,28.2,1000,31,9,0
7,25,0,28.2,1000,31,9,0
7,25,0,28,1000,30,8,0
7,25,0,27.9,1000,29,5,0
7,25,0,27.9,1000,29,5,0
7,25,0,27.9,1000,29,5,0
7,25,0,27.9,1000,29,5,0
7,25,0,27.9,1000,29,5,0
7,20,0,27.8,1000,29,5,0
7,20,0,27.8,1000,29,5,0
8,30,0,26.8,1000,21,1,0
7,40,0,28,1000,1,1,0
7,40,0,28,1000,1,1,0
7,40,0,28.2,1000,5,4,0
7,40,0,28.2,1000,5,4,0
7,40,0,28.6,1000,2,4,0
7,40,0,28.6,1000,2,4,0
7,40,0,28.9,1000,2,5,0
7,40,0,28.9,1000,2,5,0
7,40,0,28.9,1000,2,5,0
7,40,0,28.9,1000,2,5,0
7,40,0,28.9,1000,2,5,0
6,40,0,29.1,1000,1,5,0
6,40,0,29.1,1000,1,5,0
6,40,0,29.1,1000,1,5,0
6,40,0,30,1000,32,5,0
3,40,0,30.2,1000,32,6,0
6,40,0,29.9,1000,32,5,0
6,40,0,29.9,1000,32,5,0
6,40,0,29.9,1000,32,5,0
6,40,0,29.9,1000,32,5,0
2,40,0,30,1000,33,7,0
2,40,0,30,1000,33,7,0
2,40,0,30,1000,33,7,0
1,40,0,29.6,1000,33,6,0
1,40,0,29.6,1000,33,6,0
4,40,0,28.9,1000,32,5,0
4,40,0,28.9,1000,32,5,0
4,40,0,28.9,1000,32,5,0
4,40,0,28.9,1000,32,5,0
4,40,0,28.6,1000,31,5,0
4,40,0,28.6,1000,31,5,0
4,40,0,28.2,1000,30,5,0
4,40,0,28.2,1000,30,5,0
4,40,0,28.2,1000,30,5,0
4,40,0,28.2,1000,30,5,0
4,40,0,28.2,1000,30,5,0
4,40,0,27.5,1000,24,3,0
4,40,0,27.5,1000,24,3,0
3,30,0,25.5,1000,18,2,0
4,30,0,26.4,1000,18,4,0
4,30,0,28.5,1000,18,2,0
4,30,0,28.5,1000,18,2,0
4,30,0,28.8,1000,3,3,0
4,30,0,28.8,1000,3,3,0
1,30,0,28.9,1000,36,3,0
1,30,0,28.9,1000,36,3,0
1,30,0,28.9,1000,36,3,0
1,30,0,28.9,1000,36,3,0
1,30,0,28.9,1000,3,5,0
1,30,0,28.9,1000,3,5,0
1,30,0,28.9,1000,3,5,0
1,30,0,28.9,1000,3,5,0
0,0,0,29.3,1000,1,4,0
0,0,0,29.3,1000,1,4,0
0,0,0,29.5,1000,36,6,0
0,0,0,29.5,1000,36,6,0
0,0,0,29.5,1000,36,6,0
0,0,0,29.6,1000,1,6,0
0,0,0,29.6,1000,1,6,0
0,0,0,29.8,1000,1,6,0
0,0,0,29.8,1000,1,6,0
0,0,0,29.8,1000,1,6,0
0,0,0,29.8,1000,1,6,0
0,0,0,29.8,1000,1,6,0
0,0,0,29.8,1000,1,6,0
0,0,0,29.6,1000,36,5,0
0,0,0,29.6,1000,36,5,0
0,0,0,29.6,1000,36,5,0
0,0,0,29.6,1000,36,5,0
0,0,0,29.9,1000,33,4,0
0,0,0,29.9,1000,33,4,0
0,0,0,29.9,1000,33,4,0
0,0,0,29.9,1000,33,4,0
0,0,0,29.9,1000,33,4,0
0,0,0,29.9,1000,33,4,0
0,0,0,29.9,1000,33,4,0
0,0,0,29.6,1000,36,4,0
0,0,0,29.6,1000,36,4,0
0,0,0,29.6,1000,36,4,0
0,0,0,29.6,1000,36,4,0
2,180,0,29.2,1000,36,3,0
2,180,0,29.2,1000,36,3,0
2,180,0,28.4,1000,1,1,0
2,180,0,28.4,1000,1,1,0
2,180,0,28.4,1000,1,1,0
2,180,0,28.4,1000,1,1,0
2,180,0,28.4,1000,1,1,0
2,180,0,28.4,1000,1,1,0
1,180,0,28.1,1000,5,2,0
1,180,0,28.1,1000,5,2,0
1,20,0,25,1000,0,0,0
3,20,0,27,1000,11,7,0
3,20,0,28.6,1000,10,7,0
3,20,0,28.6,1000,10,7,0
3,20,0,28.6,1000,10,7,0
3,20,0,29.7,1000,7,10,0
3,20,0,29.7,1000,7,10,0
4,20,0,29.1,1000,7,17,0
4,20,0,29.1,1000,7,17,0
4,20,0,29.1,1000,7,17,0
5,20,0,29.8,1000,7,17,0
5,20,0,29.8,1000,7,17,0
5,20,0,29.8,1000,7,17,0
5,20,0,29.8,1000,7,17,0
5,20,0,29.8,1000,7,17,0
7,20,0,29.7,1000,6,17,0
7,20,0,29.7,1000,6,17,0
7,20,0,29.7,1000,6,17,0
7,30,0,29.6,1000,6,15,0
7,30,0,29.6,1000,6,15,0
7,30,0,29.5,1000,17,5,0
7,30,0,29,1000,27,6,0
7,30,0,29,1000,27,6,0
7,30,0,29,1000,27,6,0
7,30,0,29,1000,27,6,0
7,30,0,28.6,1000,34,4,0
7,30,0,28.6,1000,34,4,0
7,30,0,28.6,1000,34,4,0
7,30,0,29.9,1000,10,12,0
7,30,0,29.9,1000,10,12,0
7,30,0,29.9,1000,10,12,0
7,30,0,29.2,1000,9,14,0
7,30,0,29.2,1000,9,14,0
7,30,0,29.2,1000,9,14,0
7,30,0,29.2,1000,9,14,0
7,30,0,28.3,1000,10,12,0
7,30,0,28.3,1000,10,12,0
7,30,0,27.9,1000,11,9,0
7,30,0,27.9,1000,11,9,0
7,30,0,27.9,1000,11,9,0
7,30,0,27.9,1000,11,9,0
7,30,0,27.9,1000,11,9,0
7,30,0,27.9,1000,9,8,0
7,30,0,27.9,1000,9,8,0
7,30,0,27.9,1000,9,8,0
8,30,0,26.9,1000,10,17,0
8,30,0,26.9,1000,10,17,0
8,30,0,27.7,1000,11,14,0
8,30,0,27.7,1000,11,14,0
8,30,0,27.7,1000,11,14,0
8,30,0,28,1000,11,15,0
8,30,0,28,1000,11,15,0
8,30,0,28.8,1000,10,18,0
8,30,0,28.8,1000,10,18,0
8,30,0,28.8,1000,10,18,0
8,30,0,28.8,1000,10,18,0
8,30,0,29.5,1000,9,20,0
8,30,0,29.5,1000,9,20,0
8,30,0,29.5,1000,9,20,0
8,30,0,29.5,1000,9,20,0
8,30,0,29.5,1000,9,20,0
8,30,0,29.5,1000,9,23,0
8,30,0,29.5,1000,9,23,0
