cloud,min_cloud_hei,rain,temp,visiblity,wind_dire,wind_spd,class
8,13,0,11.9,1000,7,15,0
8,13,0,11.9,1000,7,15,0
8,13,0,11.9,1000,7,15,0
8,7,0,11.6,500,8,13,0
8,7,0,11.6,500,8,13,0
8,7,0,11.6,500,8,13,0
8,7,0,11.6,500,8,13,0
8,7,1,11.3,600,9,14,0
8,8,1,11.3,600,9,15,0
8,8,1,11.3,600,9,15,0
8,8,1,11.3,600,9,15,0
8,6,1,11.7,500,9,15,0
8,6,1,11.7,500,9,15,0
8,6,2,11.7,600,9,13,0
8,6,2,11.7,600,9,13,0
8,6,2,11.7,600,9,13,0
8,6,2,11.7,600,9,13,0
8,6,2,11.7,600,9,13,0
8,10,2,11.8,600,9,12,0
8,10,1,10.1,600,10,12,0
8,10,0,10.1,600,9,11,0
8,10,0,10,1000,12,9,0
8,10,0,10,1000,12,9,0
8,10,0,10,1000,12,9,0
8,20,0,10.9,1000,11,9,0
8,20,0,10.9,1000,11,9,0
8,20,0,10.9,1000,11,9,0
8,20,0,10.9,1000,11,9,0
8,20,0,10.9,1000,11,9,0
8,20,0,11.5,1000,10,8,1
8,20,0,11.5,1000,10,8,0
8,20,0,11.5,1000,10,8,0
8,20,0,11.5,1000,10,8,0
7,20,0,12,1000,7,7,0
7,20,0,11.6,1000,2,6,0
7,20,0,11.6,1000,2,6,0
7,20,0,11.6,1000,2,6,0
7,20,0,11.3,1000,2,4,0
7,20,0,11.3,1000,2,4,0
7,20,0,11.3,1000,34,5,0
7,20,0,11.3,1000,34,5,0
7,20,0,11.3,1000,34,5,0
7,20,0,11.3,1000,32,8,0
7,20,0,11.3,1000,32,8,0
7,20,0,11.3,1000,32,8,0
7,20,0,11.3,1000,32,8,0
7,20,0,11.3,1000,32,8,0
6,20,0,11.3,1000,32,9,0
6,20,0,11.3,1000,32,9,0
5,35,0,10.8,1000,32,10,0
5,35,0,10.8,1000,32,10,0
5,35,0,10.8,1000,32,10,0
5,35,0,10.2,700,32,8,0
5,35,0,10.2,700,32,8,0
5,35,0,10.3,700,32,7,0
5,35,0,10.3,700,32,7,0
5,35,0,10.3,700,32,7,0
5,35,0,10.3,700,32,7,0
5,35,0,10.3,700,32,7,0
5,35,0,10.3,700,32,7,0
7,30,0,10.1,800,33,5,0
8,18,0,8,1000,32,19,0
8,30,0,7.9,1000,32,19,0
8,30,0,7.9,1000,31,14,0
8,30,0,7.9,1000,31,14,0
8,30,0,7.9,1000,31,14,0
8,30,0,7.9,1000,33,15,0
8,30,0,7.9,1000,33,15,0
8,30,0,7.8,1000,32,13,0
8,30,0,7.8,1000,32,13,0
8,30,0,7.8,1000,32,13,0
8,30,0,7.8,1000,32,13,0
8,35,0,8,1000,33,14,0
8,35,0,8,1000,33,14,0
8,30,0,8,1000,32,13,0
8,30,0,8,1000,32,13,0
7,30,0,7.8,1000,32,12,0
7,30,0,7.8,1000,32,12,0
5,30,0,7.6,1000,32,11,0
5,30,0,7.6,1000,32,11,0
5,30,0,7.6,1000,32,11,0
6,30,0,7.7,1000,33,10,0
6,30,0,7.7,1000,33,10,0
6,30,0,7.7,1000,33,10,0
6,30,0,7.7,1000,33,10,0
6,30,0,7.6,1000,33,11,0
5,30,0,7.1,1000,33,11,0
5,30,0,7.1,1000,33,11,0
5,30,0,7.1,1000,33,11,0
5,30,0,7.1,1000,33,11,0
5,30,0,7.1,1000,33,11,0
5,30,0,6.8,1000,34,8,0
5,30,0,6.8,1000,34,8,0
5,30,0,6.8,1000,34,8,0
5,30,0,6.8,1000,34,8,0
5,30,0,6.8,1000,34,8,0
5,30,0,6.8,1000,34,8,0
7,30,0,6.5,1000,33,7,0
7,30,0,5.8,1000,31,10,0
7,30,0,5.9,1000,32,11,0
7,30,0,5.9,1000,33,13,0
7,30,0,5.9,1000,33,13,0
7,30,0,5.8,1000,34,8,0
7,30,0,5.8,1000,34,8,0
7,30,0,6.1,1000,33,12,0
7,30,0,6.1,1000,33,12,0
7,30,0,6.1,1000,33,12,0
7,35,0,6.1,1000,31,11,0
7,35,0,6.1,1000,31,11,0
7,40,0,6.2,1000,33,12,0
7,40,0,6.2,1000,33,12,0
7,40,0,6.2,1000,33,12,0
7,40,0,6.2,1000,33,12,0
7,40,0,6.3,1000,31,9,0
7,40,0,6.3,1000,31,9,0
7,40,0,6.3,1000,34,10,0
7,40,0,6.3,1000,34,10,0
7,40,0,6.3,1000,34,10,0
7,40,0,6.3,1000,34,10,0
7,40,0,6.3,1000,34,10,0
7,40,0,6.3,1000,34,8,0
7,40,0,6.3,1000,34,8,0
7,40,0,6.3,1000,34,8,0
7,40,0,6.3,1000,34,8,0
7,40,0,6.3,1000,33,10,0
7,40,0,6.3,1000,33,10,0
7,40,0,6.3,1000,34,11,0
7,40,0,6.3,1000,34,11,0
7,40,0,6.3,1000,34,11,0
7,40,0,6.3,1000,34,11,0
7,40,0,6.4,1000,33,7,0
7,40,0,6.4,1000,33,7,0
7,40,0,6.4,1000,33,7,0
7,40,0,6.4,1000,33,7,0
7,40,0,6.5,1000,33,8,0
7,40,0,6.5,1000,33,8,0
7,40,0,6.5,1000,33,8,0
7,40,0,6.5,1000,33,8,0
7,40,0,6.5,1000,33,8,0
7,40,0,6.5,1000,33,8,0
7,40,0,6.5,1000,33,8,0
7,40,0,6.5,1000,33,8,0
7,40,0,6.5,1000,33,8,0
7,30,0,6.8,1000,34,11,0
7,30,0,6.8,1000,34,11,0
7,30,0,3.6,1000,33,11,0
7,30,0,3.6,1000,34,9,0
7,30,0,3.6,1000,35,10,0
7,30,0,3.6,1000,35,10,0
7,30,0,3.6,1000,35,10,0
7,30,0,3.5,1000,36,9,0
7,30,0,3.5,1000,36,9,0
7,30,0,3.6,1000,36,11,0
7,30,0,3.6,1000,36,11,0
7,30,0,3.6,1000,36,11,0
7,30,0,3.6,1000,36,11,0
7,30,0,3.7,1000,36,9,0
6,30,0,3.9,1000,36,7,0
6,30,0,3.9,1000,36,7,0
6,30,0,3.9,1000,36,7,0
7,30,0,4,1000,31,5,0
7,30,0,4,1000,31,5,0
7,30,0,3.7,1000,33,7,0
7,30,0,3.7,1000,33,7,0
7,30,0,3.7,1000,33,7,0
7,30,0,3.9,1000,31,6,0
7,30,0,3.9,1000,31,6,0
7,30,0,3.9,1000,31,6,0
7,30,0,3.9,1000,31,6,0
7,30,0,4.1,1000,31,6,0
7,35,0,4.1,1000,33,9,0
7,35,0,4.1,1000,33,9,0
7,35,0,4.1,1000,33,9,0
7,35,0,4.3,1000,33,10,0
7,35,0,4.3,1000,33,10,0
7,35,0,4.4,1000,33,8,0
7,35,0,4.4,1000,33,8,0
7,35,0,4.4,1000,33,8,0
7,35,0,4.4,1000,33,8,0
7,35,0,4.4,1000,33,8,0
7,35,0,4.4,1000,33,8,0
7,35,0,4.4,1000,34,5,0
6,40,0,5.9,1000,31,6,0
7,40,0,5,1000,27,6,0
7,40,0,3.9,1000,22,5,0
7,40,0,3.9,1000,22,5,0
7,40,0,3.9,1000,22,5,0
7,30,0,6.7,1000,30,8,0
7,30,0,6.7,1000,30,8,0
6,30,0,7.6,1000,29,7,0
6,30,0,7.6,1000,29,7,0
6,30,0,7.6,1000,29,7,0
3,30,0,8.5,1000,27,10,0
3,30,0,8.5,1000,27,10,0
3,30,0,9,1000,28,10,0
3,30,0,9,1000,28,10,0
3,30,0,9,1000,28,10,0
3,35,0,8.9,1000,28,11,0
3,35,0,8.9,1000,28,11,0
3,35,0,8.9,1000,28,11,0
6,35,0,8.8,1000,28,12,0
6,35,0,8.8,1000,28,12,0
6,35,0,8.8,1000,28,12,0
6,35,0,8.8,1000,28,12,0
7,35,0,8.9,800,31,11,0
7,35,0,8.9,800,31,11,0
7,35,0,8.9,800,31,11,0
7,35,0,8.9,800,31,11,0
7,35,0,8.9,800,31,11,0
7,35,0,8.9,800,31,11,0
7,35,0,8.8,700,31,13,0
8,15,0,7.3,600,32,13,0
8,15,0,7.3,600,32,13,0
8,15,0,7.3,600,32,13,0
8,15,0,7.3,600,32,13,0
8,10,0,7.5,450,30,12,0
8,10,0,7.5,450,30,12,0
8,10,0,7.8,500,32,14,0
8,10,0,7.8,500,32,14,0
8,10,0,7.8,500,32,14,0
8,10,0,7.8,500,32,14,0
8,10,0,7.8,500,32,14,0
8,10,0,7.8,500,32,14,0
8,35,0,8.1,500,32,14,0
5,35,0,5.9,1000,32,9,0
5,35,0,5.9,1000,31,11,0
5,35,0,6.1,1000,31,8,0
5,35,0,6.1,1000,31,8,0
5,35,0,6.1,1000,31,8,0
5,35,0,6.1,1000,31,8,0
3,30,0,7.5,1000,29,8,0
3,30,0,7.5,1000,29,8,0
3,30,0,7.5,1000,29,8,0
5,30,0,8.1,1000,30,12,0
5,30,0,8.1,1000,30,12,0
5,30,0,8.1,1000,30,12,0
7,30,0,8.5,1000,28,13,0
7,30,0,8.5,1000,28,13,0
7,30,0,8.5,1000,28,13,0
6,40,0,8.4,1000,30,12,0
6,40,0,8.4,1000,30,12,0
6,40,0,8.6,1000,30,16,0
6,40,0,8.6,1000,30,16,0
6,40,0,8.6,1000,30,16,0
6,40,0,8.6,700,30,16,0
6,40,0,8.6,700,30,16,0
6,40,0,8.6,700,30,16,0
6,40,0,8.3,700,31,17,0
6,40,0,8.3,700,31,17,0
6,40,0,8.3,700,31,17,0
6,40,0,8.3,700,31,17,0
6,40,0,8.3,700,31,17,0
6,40,0,8.3,700,31,17,0
7,30,0,7.3,700,31,21,0
7,30,0,7.3,700,31,21,0
7,30,0,7.3,700,31,21,0
7,30,0,7.3,700,31,21,0
7,25,0,6.1,1000,33,16,0
7,25,0,6.1,1000,33,16,0
7,30,0,5.2,1000,33,18,0
7,30,0,5.2,1000,33,18,0
7,30,0,5.2,1000,33,18,0
7,30,0,5.2,1000,33,18,0
7,30,0,5.2,1000,33,18,0
7,30,0,5.2,1000,33,18,0
7,30,0,5.2,1000,33,18,0
7,30,0,5.2,1000,33,18,0
7,30,0,3.9,1000,33,11,0
7,35,0,3.7,1000,33,16,0
7,35,0,3.5,1000,34,14,0
7,35,0,3.5,1000,34,14,0
7,35,0,3.8,1000,33,14,0
7,35,0,3.8,1000,33,14,0
7,35,0,3.3,1000,35,12,0
7,35,0,3.3,1000,35,12,0
7,35,0,3.3,1000,35,12,0
7,35,0,3.3,1000,35,12,0
7,35,0,3.3,1000,35,12,0
7,35,0,3.1,1000,34,12,0
7,35,0,3.1,1000,34,12,0
7,35,0,3.1,1000,34,12,0
7,35,0,3.1,1000,34,12,0
7,35,0,3.1,1000,34,12,0
7,35,0,3.2,1000,34,12,0
7,35,0,3.2,1000,34,12,0
7,35,0,3.2,1000,34,12,0
7,35,0,3.2,1000,34,12,0
7,35,0,3.4,1000,34,12,0
7,35,0,3.4,1000,34,12,0
7,35,0,3.4,1000,34,12,0
7,35,0,3.4,1000,34,12,0
7,35,0,3.4,1000,34,12,0
7,35,0,3.4,1000,33,13,0
7,30,0,3.5,1000,35,13,0
7,30,0,3.5,1000,35,13,0
7,30,0,3.5,1000,35,13,0
7,30,0,3.5,1000,35,13,0
7,30,0,3.5,1000,35,13,0
7,30,0,3.3,1000,35,13,0
7,30,0,3.3,1000,35,13,0
7,30,0,3.3,1000,35,13,0
7,30,0,3.3,1000,35,13,0
7,30,0,2.7,1000,34,16,0
7,30,0,1.9,1000,34,13,0
7,30,0,1.9,1000,34,13,0
7,30,0,1.9,1000,34,13,0
7,30,0,1.4,1000,35,12,0
7,30,0,1.4,1000,35,12,0
7,30,0,1.4,1000,35,11,0
7,30,0,1.4,1000,35,11,0
7,30,0,1.4,1000,35,11,0
7,30,0,1.4,1000,35,11,0
7,30,0,1.4,1000,35,11,0
5,30,0,1.5,1000,35,10,0
6,35,0,0.8,1000,35,9,0
6,35,0,1,1000,36,10,0
5,35,0,1.1,1000,35,8,0
5,35,0,1.1,1000,35,8,0
5,35,0,1.1,1000,35,8,0
4,25,0,2.1,1000,36,8,0
4,25,0,2.1,1000,36,8,0
4,25,0,2.1,1000,36,8,0
4,25,0,2.1,1000,36,8,0
4,25,0,2.1,1000,36,8,0
4,25,0,1.8,1000,1,7,0
4,25,0,1.8,1000,1,7,0
4,25,0,1.8,1000,1,7,0
4,25,0,1.8,1000,1,7,0
4,25,0,2.8,1000,35,8,0
2,25,0,3.5,1000,36,8,0
2,25,0,3.5,1000,36,8,0
2,25,0,3.5,1000,36,8,0
2,30,0,3.5,1000,36,10,0
2,30,0,3.5,1000,36,10,0
3,30,0,3.5,1000,34,9,0
3,30,0,3.5,1000,34,9,0
3,30,0,3.5,1000,34,9,0
2,30,0,4.3,1000,35,8,0
2,30,0,4.3,1000,35,8,0
2,30,0,4.3,1000,35,8,0
2,30,0,4.3,1000,35,8,0
2,30,0,4.3,1000,35,8,0
1,30,0,3.8,1000,1,10,0
1,30,0,3.8,1000,1,10,0
1,30,0,3.6,1000,34,7,0
1,30,0,3.6,1000,34,7,0
1,30,0,3.6,1000,34,7,0
1,30,0,3.5,1000,34,7,0
1,30,0,3.5,1000,34,7,0
1,30,0,3.3,1000,34,6,0
1,30,0,3.3,1000,34,6,0
1,30,0,3.3,1000,34,6,0
1,30,0,3.3,1000,34,6,0
1,30,0,3.3,1000,34,6,0
1,30,0,3.3,1000,34,6,0
2,30,0,3.3,1000,36,8,0
6,45,0,4.1,1000,34,10,0
6,45,0,4.1,1000,35,9,0
7,40,0,3.9,1000,36,9,0
7,40,0,3.9,1000,36,9,0
7,40,0,3.9,1000,36,9,0
7,30,0,4.1,1000,1,8,0
7,30,0,4.1,1000,1,8,0
7,30,0,4,1000,35,7,0
7,30,0,4,1000,35,7,0
7,30,0,4,1000,35,7,0
7,30,0,4,1000,35,7,0
6,30,0,4.3,1000,1,8,0
6,30,0,4.3,1000,1,8,0
5,30,0,4.2,1000,36,8,0
5,30,0,4.2,1000,36,8,0
6,35,0,5,1000,36,6,0
6,35,0,5,1000,36,6,0
6,30,0,5.5,1000,34,5,0
6,30,0,5.5,1000,34,5,0
6,30,0,5.5,1000,34,5,0
6,30,0,4.5,1000,2,3,0
6,30,0,4.5,1000,2,3,0
6,30,0,4.5,1000,2,3,0
6,30,0,4.5,1000,2,3,0
6,30,0,4.6,1000,34,4,0
6,35,0,4.4,1000,36,3,0
6,35,0,4.4,1000,36,3,0
6,35,0,4.4,1000,36,3,0
5,35,0,4.4,1000,32,3,0
5,35,0,4.4,1000,32,3,0
5,35,0,4.5,1000,35,7,0
5,35,0,4.5,1000,35,7,0
5,35,0,4.5,1000,35,7,0
5,35,0,4.5,1000,35,7,0
5,35,0,4.5,1000,35,7,0
5,35,0,4.5,1000,35,7,0
3,35,0,4.2,1000,35,6,0
3,40,0,1.8,1000,19,5,0
7,40,0,1.8,1000,18,6,0
2,200,0,2.2,1000,17,6,0
2,200,0,2.2,1000,17,6,0
5,40,0,6.4,1000,25,5,0
5,40,0,6.4,1000,25,5,0
6,40,0,7.2,1000,27,6,0
6,40,0,7.2,1000,27,6,0
6,40,0,7.2,1000,27,6,0
7,30,0,6.7,1000,31,7,0
7,30,0,6.7,1000,31,7,0
7,30,0,7,1000,33,4,0
7,30,0,7,1000,33,4,0
7,30,0,7,1000,33,4,0
4,30,0,6.3,1000,1,6,0
4,30,0,6.3,1000,1,6,0
4,30,0,6.9,1000,1,5,0
4,30,0,6.9,1000,1,5,0
4,30,0,6.9,1000,1,5,0
4,30,0,6.9,1000,1,5,0
4,30,0,6.7,1000,2,5,0
4,30,0,6.7,1000,2,5,0
4,30,0,6.7,1000,2,5,0
5,25,0,6.6,1000,2,4,0
6,25,0,6.5,1000,17,1,0
6,25,0,6.5,1000,17,1,0
6,25,0,6.5,1000,17,1,0
6,25,0,6.5,1000,35,4,0
6,25,0,6.5,1000,35,4,0
6,25,0,6.5,1000,20,1,0
6,25,0,6.5,1000,20,1,0
6,25,0,6.5,1000,20,1,0
6,25,0,6.5,1000,20,1,0
6,25,0,6.5,1000,20,1,0
6,25,0,6.5,1000,20,1,0
5,30,0,6.1,1000,22,3,0
7,25,0,5.7,1000,33,7,0
7,25,0,5.5,1000,36,8,0
7,25,0,5.4,1000,1,7,0
7,25,0,5.4,1000,1,7,0
7,25,0,5.4,1000,1,7,0
7,30,0,5.6,1000,1,8,0
7,30,0,5.6,1000,1,8,0
7,30,0,6.1,1000,2,7,0
7,30,0,6.1,1000,2,7,0
7,30,0,6.1,1000,2,7,0
7,30,0,6.1,1000,2,7,0
7,35,0,6.3,1000,35,6,0
7,35,0,6.5,1000,1,7,0
7,35,0,6.5,1000,1,7,0
7,35,0,6.5,1000,1,7,0
8,35,0,6.8,900,1,6,0
8,35,0,6.8,900,1,6,0
7,40,0,6.9,900,1,6,0
7,40,0,6.9,900,1,6,0
7,40,0,6.9,900,1,6,0
8,40,0,7,800,2,4,0
8,40,0,7,800,2,4,0
8,40,0,7,800,2,4,0
8,40,0,7,800,2,4,0
8,40,0,7,800,2,3,0
6,40,0,6.8,800,5,4,0
6,40,0,6.8,800,5,4,0
6,40,0,6.8,800,5,4,0
6,40,0,7.3,700,1,7,0
6,40,0,7.3,700,1,7,0
7,40,0,7.2,700,1,8,0
