,month,day,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1,1,7,7,6,6,6,6,7,7,7,7,6,4,6,6,4,3,1,0,0,1,1,1,0,0
1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,4,4,5,5,5,5,5
2,1,3,5,5,5,5,5,5,5,5,5,4,4,4,5,7,7,6,6,6,6,6,6,6,7,7
3,1,4,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
4,1,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7
5,1,6,7,7,7,7,7,7,7,7,6,6,6,4,4,3,3,3,6,7,5,5,5,5,5,5
6,1,7,5,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,8,8,8,8,8,7,7
8,1,9,7,7,7,7,7,7,7,7,7,7,6,7,7,6,6,7,7,7,7,7,7,7,7,7
9,1,10,7,7,7,7,7,7,7,7,7,7,6,7,7,6,6,6,6,6,6,7,7,7,7,7
10,1,11,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7
11,1,12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6
12,1,13,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
13,1,14,7,7,7,6,6,7,7,7,7,7,7,7,4,1,3,1,1,1,3,3,4,4,4,4
14,1,15,1,1,1,1,1,1,2,4,5,4,4,2,2,1,1,1,0,0,0,3,0,0,0,3
15,1,16,3,3,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
16,1,17,8,8,8,8,8,8,8,8,8,8,5,7,3,4,4,7,7,7,7,7,7,7,7,4
17,1,18,4,4,4,4,4,4,4,6,8,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4
18,1,19,4,4,4,4,3,3,3,1,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0
19,1,20,0,0,0,0,0,0,2,3,3,3,3,0,0,3,4,4,4,4,2,2,0,0,0,2
20,1,21,2,2,3,4,4,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7
21,1,22,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,4,4,6,6,8,7,7,7,7
22,1,23,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
23,1,24,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
24,1,25,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
25,1,26,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6
26,1,27,6,6,6,6,6,6,6,6,6,6,6,5,3,5,5,7,7,7,7,7,7,8,8,8
27,1,28,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,8,8,8,8,8,8,8,8
28,1,29,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
29,1,30,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7
30,1,31,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8
0,2,1,7,7,7,8,7,7,7,7,7,7,6,5,4,2,2,2,3,1,0,1,3,4,4,4
1,2,2,4,3,3,6,5,5,6,6,6,6,6,5,4,3,2,5,7,7,7,7,7,7,7,7
2,2,3,7,7,7,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,2,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
4,2,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7
5,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7
7,2,8,8,8,8,8,8,8,7,7,7,7,7,7,7,5,5,4,4,4,4,4,3,1,0,0
8,2,9,0,0,0,0,0,4,5,6,6,4,4,4,4,6,7,7,7,7,6,6,8,8,8,8
9,2,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,5,6,6,6,6,6,6,6
10,2,11,6,6,6,6,6,6,6,7,6,6,5,6,6,6,6,7,7,7,7,7,7,7,7,7
11,2,12,7,7,7,7,7,7,7,7,7,6,6,6,7,6,7,7,7,6,6,6,6,6,7,6
12,2,13,6,6,6,6,6,6,6,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,14,0,0,0,0,0,0,0,0,0,0,0,1,3,3,6,6,7,7,6,3,5,5,5,5
14,2,15,7,7,8,8,8,8,8,8,8,8,7,7,7,5,3,1,1,0,1,0,0,2,0,0
15,2,16,0,0,3,7,7,7,7,7,7,7,7,6,6,7,7,7,7,3,0,0,0,0,0,0
16,2,17,0,0,2,4,4,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
17,2,18,4,4,4,3,1,1,1,0,0,4,3,6,7,7,8,8,8,8,8,8,8,8,8,8
18,2,19,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7
19,2,20,7,7,6,5,5,5,2,0,0,0,0,3,3,4,4,4,6,6,6,6,7,7,8,8
20,2,21,8,8,8,8,8,8,8,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7
21,2,22,7,5,5,3,3,5,5,6,6,6,6,7,7,7,7,6,1,3,3,3,0,0,0,0
22,2,23,0,0,0,2,2,2,3,3,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
23,2,24,0,0,0,0,0,0,5,5,5,5,4,2,2,2,3,3,6,6,6,6,7,6,6,6
24,2,25,7,8,8,8,8,8,8,8,8,7,5,6,6,6,6,5,5,5,5,5,5,2,0,0
25,2,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,27,0,0,0,0,0,0,0,0,0,0,0,3,2,2,4,4,2,2,3,3,5,5,5,5
27,2,28,6,6,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0,3,1,8,8,8,7,6,6,6,6,8,8,5,6,6,7,7,7,7,6,4,3,3,2,2,2
1,3,2,2,5,5,6,6,6,6,6,6,1,0,0,0,0,0,1,3,3,2,1,1,3,3,3
2,3,3,3,6,6,6,6,6,7,8,8,8,7,6,3,3,4,0,0,0,0,0,0,0,0,0
3,3,4,0,0,0,0,0,0,3,3,3,3,2,1,1,1,1,3,4,6,7,8,8,8,8,8
4,3,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
5,3,6,8,8,8,8,8,7,7,6,6,6,4,4,2,2,2,2,2,2,3,3,5,5,5,7
6,3,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7
8,3,9,7,7,7,7,7,7,7,8,8,7,7,7,7,7,7,7,3,4,4,3,3,2,0,2
9,3,10,2,2,2,4,4,4,7,7,6,4,0,0,0,0,0,2,2,2,0,0,0,0,0,0
10,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,1
11,3,12,1,1,2,1,2,4,6,6,6,6,6,2,2,0,2,2,2,2,2,2,2,2,2,2
12,3,13,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3,14,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,6,6,5,5,8,8,8,8
14,3,15,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
15,3,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7
16,3,17,7,7,7,7,7,7,7,6,4,4,2,2,1,1,1,3,2,2,0,0,0,0,0,0
17,3,18,0,0,0,2,4,6,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8
18,3,19,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8
19,3,20,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
20,3,21,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
21,3,22,8,8,8,8,8,8,8,8,8,8,8,5,5,4,4,4,4,3,3,3,3,3,1,1
22,3,23,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,4
25,3,26,3,3,3,3,3,3,4,2,2,3,4,3,4,2,0,1,1,4,1,0,0,0,0,0
26,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,29,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,2,2,2,5,6,6
29,3,30,6,6,6,6,6,6,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,1,0,0,0,0,2,2,0,0,0,0,0,0,4,4,4,4,4,5,3,3,3,0,0,0
1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,3,0,0,0,0,0,0,0,2,2,2,3,2,3,5,4,5,5,3,5,5,5,3,3,3
3,4,4,3,5,5,5,5,5,7,7,7,7,8,8,7,8,8,8,8,8,8,8,8,8,8,8
4,4,5,8,8,8,8,8,8,5,5,5,5,5,5,6,6,7,8,8,8,8,8,8,8,8,8
5,4,6,8,8,8,8,8,8,8,8,8,8,8,8,6,4,4,4,4,6,6,6,6,4,4,4
6,4,7,4,4,4,4,6,7,7,7,7,4,4,4,7,4,4,4,4,4,4,4,4,4,4,2
7,4,8,0,0,0,0,0,0,1,1,1,2,2,3,2,1,1,0,0,0,0,0,0,0,0,0
8,4,9,0,0,0,0,0,3,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,10,0,0,0,0,0,0,0,0,0,3,3,5,4,3,3,3,2,3,3,4,4,5,6,6
10,4,11,6,6,7,7,7,7,7,7,7,8,7,7,7,6,6,7,7,7,7,6,6,0,0,0
11,4,12,0,0,0,0,0,4,7,7,2,3,6,6,6,7,7,7,7,7,7,7,7,7,7,7
12,4,13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8
