,month,day,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1,1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
1,1,2,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
2,1,3,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
3,1,4,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,900,1000,1000,1000,1000,1000,600,600
4,1,5,800,1000,1000,1000,1000,1000,800,600,600,400,350,400,600,700,800,1000,1000,1000,1000,1000,1000,1000,1000,1000
5,1,6,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
6,1,7,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,700,800,900,900,1000,1000
7,1,8,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
8,1,9,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
9,1,10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
10,1,11,1000,1000,1000,1000,1000,1000,1000,800,600,600,600,700,700,700,900,800,1000,1000,1000,800,900,800,900,600
11,1,12,600,600,600,800,700,800,500,800,800,800,1000,1000,1000,1000,1000,1000,1000,700,700,800,800,1000,1000,1000
12,1,13,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,900,900,900,1000,1000,1000,1000,900,900,800,700,700,700
13,1,14,700,700,700,600,600,600,500,500,500,500,500,600,600,600,600,500,400,400,400,350,400,600,600,600
