,month,day,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1,1,30.0,30.0,35.0,30.0,35.0,35.0,35.0,30.0,30.0,30.0,15.0,20.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,35.0,35.0,35.0,35.0,35.0
1,1,2,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,30.0,30.0,30.0
2,1,3,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,25.0,25.0,30.0,,,,,,,,,,,
3,1,4,25.0,20.0,,,30.0,30.0,25.0,80.0,100.0,100.0,80.0,25.0,25.0,25.0,25.0,20.0,12.0,20.0,25.0,25.0,25.0,20.0,10.0,10.0
4,1,5,10.0,25.0,25.0,20.0,20.0,20.0,25.0,25.0,30.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,200.0,,,,120.0,140.0,150.0
5,1,6,120.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,25.0,25.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
6,1,7,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,40.0,30.0,30.0
7,1,8,30.0,30.0,30.0,25.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,35.0,35.0,35.0,40.0,40.0
8,1,9,40.0,40.0,40.0,35.0,35.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,130.0,140.0,150.0,160.0,170.0,130.0,180.0,180.0,180.0,30.0,30.0,30.0
9,1,10,30.0,30.0,35.0,35.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
10,1,11,25.0,25.0,25.0,25.0,25.0,30.0,25.0,25.0,25.0,25.0,25.0,25.0,90.0,90.0,35.0,30.0,30.0,30.0,30.0,30.0,12.0,12.0,12.0,12.0
11,1,12,12.0,12.0,12.0,12.0,11.0,11.0,10.0,10.0,10.0,10.0,30.0,30.0,30.0,30.0,,,200.0,200.0,40.0,40.0,40.0,40.0,40.0,40.0
12,1,13,,,30.0,40.0,50.0,45.0,45.0,25.0,40.0,40.0,30.0,25.0,25.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,25.0,25.0,25.0
13,1,14,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,30.0,25.0,25.0,25.0,25.0,30.0,30.0,30.0,30.0,30.0,30.0,25.0,25.0,25.0,30.0
14,1,15,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,35.0,35.0,30.0,30.0,30.0,30.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,30.0,30.0,30.0
15,1,16,30.0,30.0,15.0,30.0,15.0,30.0,30.0,30.0,30.0,30.0,30.0,35.0,30.0,30.0,25.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
16,1,17,30.0,30.0,30.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,40.0,35.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,35.0,35.0,35.0,35.0
17,1,18,35.0,35.0,35.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,,,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,180.0,180.0,
18,1,19,,,,,,,40.0,45.0,40.0,35.0,35.0,35.0,35.0,35.0,35.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,25.0,25.0
19,1,20,25.0,25.0,25.0,30.0,10.0,30.0,30.0,25.0,25.0,25.0,30.0,30.0,30.0,30.0,35.0,35.0,35.0,35.0,30.0,30.0,30.0,30.0,30.0,30.0
20,1,21,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,35.0,30.0,30.0,30.0,30.0,30.0,30.0
21,1,22,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,35.0,35.0,35.0,30.0,35.0,,30.0,35.0,35.0,35.0,35.0,30.0,30.0,30.0
22,1,23,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,,,,30.0,30.0,30.0,30.0,35.0,30.0,,30.0,,
23,1,24,,,,,,30.0,,,,,,,,,,,,,,,,,,
24,1,25,,,,30.0,,,,,200.0,130.0,,130.0,30.0,35.0,35.0,25.0,30.0,30.0,30.0,30.0,35.0,35.0,35.0,35.0
25,1,26,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,30.0,30.0,30.0,30.0
26,1,27,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,25.0,25.0,25.0,30.0,30.0,30.0,30.0,30.0,30.0
27,1,28,35.0,35.0,35.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,35.0,30.0,30.0,30.0,30.0,35.0,35.0,35.0,35.0
28,1,29,35.0,35.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,,,,,,30.0,30.0,25.0,30.0,30.0,30.0,30.0,30.0,30.0
29,1,30,30.0,30.0,30.0,25.0,25.0,25.0,25.0,25.0,30.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,30.0,30.0,30.0,30.0,30.0,30.0,40.0
30,1,31,35.0,35.0,30.0,25.0,25.0,10.0,10.0,5.0,6.0,9.0,10.0,7.0,8.0,10.0,12.0,15.0,25.0,35.0,35.0,35.0,30.0,30.0,30.0,30.0
0,2,1,30.0,30.0,30.0,30.0,40.0,30.0,40.0,50.0,35.0,30.0,40.0,40.0,40.0,35.0,40.0,40.0,40.0,35.0,40.0,35.0,35.0,35.0,40.0,40.0
1,2,2,40.0,40.0,40.0,40.0,40.0,40.0,35.0,35.0,35.0,30.0,,,,,,30.0,120.0,120.0,120.0,40.0,40.0,35.0,30.0,30.0
2,2,3,40.0,35.0,15.0,15.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,15.0,15.0,15.0,25.0
3,2,4,25.0,30.0,30.0,30.0,30.0,30.0,30.0,,,,,,,,200.0,200.0,200.0,200.0,200.0,200.0,,160.0,160.0,160.0
